date,new_deaths,new_cases
2021-05-19,13,377
2021-05-20,15,397
2021-05-21,13,349
2021-05-22,17,233
2021-05-23,10,187
2021-05-24,10,355
2021-05-25,7,305
2021-05-26,4,249
2021-05-27,9,257
2021-05-28,12,210
2021-05-29,9,126
2021-05-30,8,118
2021-05-31,12,118
2021-06-01,12,289
2021-06-02,11,244
2021-06-03,10,206
2021-06-04,8,225
2021-06-05,6,143
2021-06-06,5,130
2021-06-07,6,222
2021-06-08,10,176
2021-06-09,9,211
2021-06-10,6,156
2021-06-11,9,188
2021-06-12,4,121
2021-06-13,6,115
2021-06-14,8,182
2021-06-15,6,179
2021-06-16,7,173
2021-06-17,10,188
2021-06-18,8,160
2021-06-19,11,107
2021-06-20,5,96
2021-06-21,3,168
2021-06-22,8,171
2021-06-23,5,187
2021-06-24,5,175
2021-06-25,5,180
2021-06-26,3,118
2021-06-27,1,109
2021-06-28,6,206
2021-06-29,4,212
2021-06-30,4,226
2021-07-01,4,204
2021-07-02,7,233
2021-07-03,6,146
2021-07-04,3,124
2021-07-05,2,187
2021-07-06,3,364
2021-07-07,2,402
2021-07-08,2,369
2021-07-09,2,371
2021-07-10,2,238
2021-07-11,4,272
2021-07-12,5,477
2021-07-13,3,457
2021-07-14,2,549
2021-07-15,5,553
2021-07-16,5,557
2021-07-17,7,340
2021-07-18,3,395
2021-07-19,4,813
2021-07-20,4,708
2021-07-21,2,893
2021-07-22,3,976
2021-07-23,4,918
2021-07-24,2,552
2021-07-25,4,637
2021-07-26,2,1224
2021-07-27,5,1200
2021-07-28,6,1243
2021-07-29,7,1290
2021-07-30,9,1280
2021-07-31,5,850
2021-08-01,12,831
2021-08-02,4,1569
2021-08-03,2,1584
2021-08-04,8,1612
2021-08-05,7,1525
2021-08-06,12,1577
2021-08-07,14,1149
2021-08-08,6,1072
2021-08-09,10,1894
2021-08-10,6,1666
2021-08-11,10,1753
2021-08-12,6,1758
2021-08-13,9,1599
2021-08-14,10,1049
2021-08-15,7,1144
2021-08-16,6,1929
2021-08-17,16,1744
2021-08-18,14,1815
2021-08-19,14,1693
2021-08-20,7,1561
2021-08-21,16,1091
2021-08-22,11,718
2021-08-23,12,1952
2021-08-24,12,1837
2021-08-25,8,1785
2021-08-26,15,1644
2021-08-27,11,1451
2021-08-28,14,986
2021-08-29,14,989
2021-08-30,14,1838
2021-08-31,11,1623
2021-09-01,13,1557
2021-09-02,13,1431
2021-09-03,8,1422
2021-09-04,14,905
2021-09-05,15,954
2021-09-06,17,942
2021-09-07,7,1571
2021-09-08,20,1592
2021-09-09,19,1713
2021-09-10,15,1548
2021-09-11,15,1037
2021-09-12,11,1213
2021-09-13,13,1740
2021-09-14,10,1641
2021-09-15,10,1610
2021-09-16,12,1387
2021-09-17,11,1524
2021-09-18,11,956
2021-09-19,17,1057
2021-09-20,15,1639
2021-09-21,14,1304
2021-09-22,16,1415
2021-09-23,11,1292
2021-09-24,10,1223
2021-09-25,16,814
2021-09-26,15,856
2021-09-27,17,1391
2021-09-28,14,1118
2021-09-29,15,1097
2021-09-30,8,1137
2021-10-01,8,1087
2021-10-02,12,681
2021-10-03,12,907
2021-10-04,13,1272
2021-10-05,6,1271
2021-10-06,17,1147
2021-10-07,13,1080
2021-10-08,16,1013
2021-10-09,8,612
2021-10-10,17,688
2021-10-11,9,935
2021-10-12,4,1144
2021-10-13,9,1110
2021-10-14,8,1026
2021-10-15,9,884
2021-10-16,6,488
2021-10-17,11,586
2021-10-18,13,874
2021-10-19,11,798
2021-10-20,7,800
2021-10-21,15,811
2021-10-22,10,694
2021-10-23,10,451
2021-10-24,14,444
2021-10-25,9,896
2021-10-26,7,597
2021-10-27,10,759
2021-10-28,7,737
2021-10-29,4,641
2021-10-30,10,400
2021-10-31,7,446
2021-11-01,4,780
2021-11-02,10,806
2021-11-03,6,825
2021-11-04,4,906
2021-11-05,6,769
2021-11-06,12,507
2021-11-07,8,543
2021-11-08,8,1135
2021-11-09,12,1037
2021-11-10,6,1049
2021-11-11,6,875
2021-11-12,16,1029
2021-11-13,8,614
2021-11-14,5,687
2021-11-15,12,1263
2021-11-16,10,1272
2021-11-17,7,1329
2021-11-18,7,1310
2021-11-19,8,1184
2021-11-20,10,827
2021-11-21,4,840
2021-11-22,8,1530
2021-11-23,6,1380
2021-11-24,14,1416
2021-11-25,7,531
2021-11-26,11,1171
2021-11-27,9,972
2021-11-28,10,1060
2021-11-29,10,2327
2021-11-30,6,2006
2021-12-01,18,2180
2021-12-02,15,2108
2021-12-03,13,1893
2021-12-04,11,1321
2021-12-05,14,1404
2021-12-06,9,2798
2021-12-07,17,2923
2021-12-08,8,3136
2021-12-09,11,3022
2021-12-10,16,3089
2021-12-11,9,2159
2021-12-12,17,2795
2021-12-13,21,7529
2021-12-14,20,10879
2021-12-15,11,13168
2021-12-16,12,13870
2021-12-17,23,13550
2021-12-18,18,9948
2021-12-19,27,10565
2021-12-20,13,27964
2021-12-21,11,30413
2021-12-22,32,31407
2021-12-23,23,31832
2021-12-24,44,17491
2021-12-25,38,7800
2021-12-26,35,23009
2021-12-27,37,51287
2021-12-28,39,49729
2021-12-29,49,50538
2021-12-30,35,47490
2021-12-31,61,29168
2022-01-01,68,12066
2022-01-02,69,32535
2022-01-03,77,55034
2022-01-04,94,49255
2022-01-05,87,40265
2022-01-06,99,36395
2022-01-07,104,23218
2022-01-08,108,16200
2022-01-09,126,14359
2022-01-10,122,25052
2022-01-11,147,18538
2022-01-12,126,18441
2022-01-13,135,16101
2022-01-14,138,13289
2022-01-15,105,6759
2022-01-16,126,6892
2022-01-17,111,9834
2022-01-18,125,10923
2022-01-19,100,9037
2022-01-20,119,7042
2022-01-21,123,5800
2022-01-22,88,3633
2022-01-23,106,3400
2022-01-24,119,6017
2022-01-25,106,4763
2022-01-26,114,4197
2022-01-27,81,3634
2022-01-28,101,2726
2022-01-29,83,513
2022-01-30,87,1426
2022-01-31,94,3111
2022-02-01,76,2240
2022-02-02,91,2327
2022-02-03,75,2002
2022-02-04,52,1540
2022-02-05,51,946
2022-02-06,54,869
2022-02-07,39,1603
2022-02-08,57,1515
2022-02-09,49,1318
2022-02-10,46,1225
2022-02-11,42,983
2022-02-12,33,636
2022-02-13,45,458
2022-02-14,23,1017
2022-02-15,26,941
2022-02-16,32,937
2022-02-17,41,832
2022-02-18,35,663
2022-02-19,31,425
2022-02-20,16,383
2022-02-21,29,559
2022-02-22,12,686
2022-02-23,19,704
2022-02-24,19,661
2022-02-25,17,539
2022-02-26,6,337
2022-02-27,18,361
2022-02-28,7,706
2022-03-01,20,611
2022-03-02,20,644
2022-03-03,9,587
2022-03-04,13,461
2022-03-05,12,317
2022-03-06,8,340
2022-03-07,10,656
2022-03-08,5,682
2022-03-09,12,625
2022-03-10,10,699
2022-03-11,9,605
2022-03-12,9,300
2022-03-13,9,435
2022-03-14,15,905
2022-03-15,10,848
2022-03-16,8,872
2022-03-17,4,754
2022-03-18,7,803
2022-03-19,5,448
2022-03-20,8,653
2022-03-21,3,1311
2022-03-22,5,1286
2022-03-23,4,1267
2022-03-24,5,1177
2022-03-25,5,1094
2022-03-26,4,678
2022-03-27,6,775
2022-03-28,4,1515
2022-03-29,5,1437
2022-03-30,5,1514
2022-03-31,3,1509
2022-04-01,5,1338
2022-04-02,2,877
2022-04-03,4,904
2022-04-04,5,2157
2022-04-05,4,1980
2022-04-06,3,2092
2022-04-07,2,2009
2022-04-08,3,1886
2022-04-09,6,1172
2022-04-10,8,1189
2022-04-11,2,2592
2022-04-12,5,2428
2022-04-13,3,2607
2022-04-14,7,2306
2022-04-15,6,2005
2022-04-16,4,1205
2022-04-17,4,966
2022-04-18,3,2350
2022-04-19,5,2303
2022-04-20,1,2170
2022-04-21,4,1997
2022-04-22,7,1817
2022-04-23,3,1411
2022-04-24,4,1462
2022-04-25,4,2918
2022-04-26,7,2951
2022-04-27,4,2790
2022-04-28,5,2674
2022-04-29,4,2787
2022-04-30,5,1619
2022-05-01,4,1878
2022-05-02,6,3896
2022-05-03,6,3779
2022-05-04,4,3720
2022-05-05,5,3573
2022-05-06,6,3084
2022-05-07,7,1854
2022-05-08,6,1975
2022-05-09,9,4354
2022-05-10,3,4045
2022-05-11,11,4085
2022-05-12,11,3997
2022-05-13,4,3533
2022-05-14,13,2434
2022-05-15,11,2240
2022-05-16,7,4510
2022-05-17,7,4154
2022-05-18,8,4258
2022-05-19,5,3754
2022-05-20,10,3437
2022-05-21,14,2454
2022-05-22,6,2333
2022-05-23,12,4704
2022-05-24,14,3958
2022-05-25,11,3886
2022-05-26,6,3308
2022-05-27,8,2964
2022-05-28,8,2006
2022-05-29,13,1788
2022-05-30,5,1725
2022-05-31,8,4284
2022-06-01,10,3608
2022-06-02,13,3199
2022-06-03,10,2802
2022-06-04,10,1774
2022-06-05,12,1668
2022-06-06,15,3325
2022-06-07,9,2915
2022-06-08,17,2922
2022-06-09,11,2538
2022-06-10,12,2417
2022-06-11,14,1460
2022-06-12,13,1512
2022-06-13,7,3126
2022-06-14,5,2866
2022-06-15,6,2833
2022-06-16,13,2469
2022-06-17,8,2445
2022-06-18,7,1805
2022-06-19,3,1577
2022-06-20,10,2444
2022-06-21,13,3666
2022-06-22,8,3297
2022-06-23,10,2947
2022-06-24,14,2817
2022-06-25,12,2066
2022-06-26,8,2060
2022-06-27,13,3797
2022-06-28,11,3634
2022-06-29,10,3605
2022-06-30,9,3150
2022-07-01,9,3112
2022-07-02,10,2216
2022-07-03,14,2213
2022-07-04,13,1737
2022-07-05,11,5233
2022-07-06,5,4359
2022-07-07,8,4238
2022-07-08,5,3815
2022-07-09,15,2552
2022-07-10,8,2455
2022-07-11,7,4990
2022-07-12,15,4247
2022-07-13,13,3979
2022-07-14,15,3909
2022-07-15,11,3747
2022-07-16,7,2362
2022-07-17,19,2389
2022-07-18,14,4369
2022-07-19,12,4080
2022-07-20,15,3843
2022-07-21,16,3436
2022-07-22,19,3216
2022-07-23,21,2181
2022-07-24,17,2033
2022-07-25,18,4290
2022-07-26,13,3890
2022-07-27,15,3659
2022-07-28,14,3227
2022-07-29,17,2911
2022-07-30,16,1822
2022-07-31,13,1938
2022-08-01,14,3858
2022-08-02,15,3545
2022-08-03,10,3200
2022-08-04,14,2964
2022-08-05,17,2730
2022-08-06,17,1680
2022-08-07,16,1618
2022-08-08,20,3372
2022-08-09,20,2733
2022-08-10,10,2559
2022-08-11,9,2316
2022-08-12,12,2020
2022-08-13,15,1297
2022-08-14,14,1331
2022-08-15,12,2681
2022-08-16,14,2379
2022-08-17,19,2208
2022-08-18,15,2113
2022-08-19,10,1934
2022-08-20,21,1264
2022-08-21,14,1267
2022-08-22,16,2290
2022-08-23,11,2049
2022-08-24,16,1915
2022-08-25,12,1852
2022-08-26,18,1696
2022-08-27,13,1116
2022-08-28,14,1117
2022-08-29,5,2187
2022-08-30,14,1858
2022-08-31,12,1839
2022-09-01,11,1659
2022-09-02,12,1481
2022-09-03,10,926
2022-09-04,18,960
2022-09-05,10,994
2022-09-06,8,2043
2022-09-07,11,1801
2022-09-08,13,1640
2022-09-09,12,1512
2022-09-10,9,1024
2022-09-11,10,944
2022-09-12,9,2069
2022-09-13,13,1730
2022-09-14,9,1823
2022-09-15,13,1655
2022-09-16,19,1606
2022-09-17,10,1086
2022-09-18,14,1159
2022-09-19,11,2434
2022-09-20,9,2233
2022-09-21,14,2042
2022-09-22,10,1651
2022-09-23,7,1513
2022-09-24,4,992
2022-09-25,6,1060
2022-09-26,8,2028
2022-09-27,9,1898
2022-09-28,6,2041
2022-09-29,11,1848
2022-09-30,16,1577
2022-10-01,7,890
2022-10-02,8,950
2022-10-03,9,1957
2022-10-04,6,1628
2022-10-05,15,1499
2022-10-06,14,1891
2022-10-07,12,1584
2022-10-08,14,957
2022-10-09,12,977
2022-10-10,15,1674
2022-10-11,17,1992
2022-10-12,8,1954
2022-10-13,14,1835
2022-10-14,13,1634
2022-10-15,7,1029
2022-10-16,9,997
2022-10-17,18,2075
2022-10-18,11,1859
2022-10-19,14,1852
2022-10-20,10,1635
2022-10-21,16,1563
2022-10-22,8,1153
2022-10-23,20,1111
2022-10-24,22,2332
2022-10-25,20,2245
2022-10-26,16,2254
2022-10-27,13,1974
2022-10-28,14,1759
2022-10-29,12,1148
2022-10-30,12,1221
2022-10-31,15,2434
2022-11-01,15,2289
2022-11-02,18,2437
2022-11-03,15,2307
2022-11-04,7,2173
2022-11-05,17,1399
2022-11-06,14,1444
2022-11-07,13,2840
2022-11-08,16,2297
2022-11-09,20,2280
2022-11-10,12,2012
2022-11-11,25,1627
2022-11-12,18,1540
2022-11-13,11,1375
2022-11-14,16,2962
2022-11-15,19,2391
2022-11-16,18,2329
2022-11-17,13,1891
2022-11-18,15,1569
2022-11-19,19,1164
2022-11-20,19,1340
2022-11-21,18,3011
2022-11-22,17,2702
2022-11-23,14,2703
2022-11-24,21,1007
2022-11-25,16,2272
2022-11-26,10,2040
2022-11-27,12,2024
2022-11-28,20,4784
2022-11-29,18,3884
2022-11-30,19,3214
2022-12-01,19,3079
2022-12-02,16,2972
2022-12-03,25,1662
2022-12-04,12,1837
2022-12-05,20,4104
2022-12-06,24,3305
2022-12-07,16,3423
2022-12-08,23,3146
2022-12-09,20,2978
2022-12-10,20,1728
2022-12-11,31,1686
2022-12-12,23,4071
2022-12-13,19,3636
2022-12-14,28,3411
2022-12-15,29,2967
2022-12-16,21,2661
2022-12-17,21,2026
2022-12-18,29,1865
2022-12-19,18,3943
2022-12-20,29,3446
2022-12-21,25,3342
2022-12-22,22,2841
2022-12-23,30,2407
2022-12-24,25,1027
2022-12-25,28,846
2022-12-26,29,2323
2022-12-27,32,3472
2022-12-28,34,3176
2022-12-29,29,3085
2022-12-30,33,2702
2022-12-31,23,1456
2023-01-01,31,1140
2023-01-02,22,2816
2023-01-03,26,3803
2023-01-04,25,3352
2023-01-05,26,2890
2023-01-06,42,2481
2023-01-07,23,1458
2023-01-08,19,1344
2023-01-09,29,2871
2023-01-10,19,2449
2023-01-11,17,2216
2023-01-12,18,2082
2023-01-13,23,1854
2023-01-14,27,1118
2023-01-15,19,1035
2023-01-16,19,1716
2023-01-17,22,2455
2023-01-18,15,1817
2023-01-19,14,1723
2023-01-20,23,1685
2023-01-21,25,1000
2023-01-22,23,949
2023-01-23,19,1995
2023-01-24,29,1802
2023-01-25,22,1505
2023-01-26,16,1554
2023-01-27,16,1412
2023-01-28,15,841
2023-01-29,20,738
2023-01-30,17,1934
2023-01-31,19,1570
2023-02-01,20,1306
2023-02-02,19,1207
2023-02-03,16,990
2023-02-04,21,492
2023-02-05,17,595
2023-02-06,11,1548
2023-02-07,13,1233
2023-02-08,11,1074
2023-02-09,15,987
2023-02-10,18,898
2023-02-11,16,545
2023-02-12,10,511
2023-02-13,7,1179
2023-02-14,13,920
2023-02-15,15,880
2023-02-16,9,863
2023-02-17,20,615
2023-02-18,11,426
2023-02-19,10,383
2023-02-20,14,600
2023-02-21,12,785
2023-02-22,8,650
2023-02-23,4,677
2023-02-24,8,535
2023-02-25,7,331
2023-02-26,6,351
2023-02-27,8,790
2023-02-28,5,538
2023-03-01,5,526
2023-03-02,8,517
2023-03-03,9,439
2023-03-04,6,269
2023-03-05,7,220
2023-03-06,6,600
2023-03-07,7,471
2023-03-08,8,480
2023-03-09,7,422
2023-03-10,7,367
2023-03-11,11,245
2023-03-12,7,214
2023-03-13,5,507
2023-03-14,6,391
2023-03-15,5,556
2023-03-16,5,415
2023-03-17,3,326
2023-03-18,4,207
2023-03-19,5,177
2023-03-20,4,482
2023-03-21,5,424
2023-03-22,2,401
2023-03-23,6,393
2023-03-24,5,385
2023-03-25,5,196
2023-03-26,7,214
2023-03-27,7,446
2023-03-28,4,414
2023-03-29,6,352
2023-03-30,6,409
2023-03-31,5,350
2023-04-01,4,171
2023-04-02,2,205
2023-04-03,4,345
2023-04-04,0,326
2023-04-05,4,256
2023-04-06,2,223
2023-04-07,2,203
2023-04-08,2,145
2023-04-09,0,113
2023-04-10,1,312
2023-04-11,3,270
2023-04-12,5,194
2023-04-13,2,219
2023-04-14,1,220
2023-04-15,2,136
2023-04-16,3,151
2023-04-17,2,355
2023-04-18,2,270
2023-04-19,3,245
2023-04-20,3,231
2023-04-21,3,173
2023-04-22,1,122
2023-04-23,0,126
2023-04-24,2,334
2023-04-25,2,253
2023-04-26,2,195
2023-04-27,2,229
2023-04-28,3,274
2023-04-29,1,126
2023-04-30,2,98
2023-05-01,2,256
2023-05-02,0,237
2023-05-03,2,220
2023-05-04,1,219
2023-05-05,2,184
2023-05-06,1,97
2023-05-07,1,148
2023-05-08,1,246
2023-05-09,0,220
2023-05-10,2,243
2023-05-11,1,235
2023-05-12,2,170
2023-05-13,1,117
2023-05-14,2,133
2023-05-15,0,253
2023-05-16,1,240
2023-05-17,0,211
2023-05-18,0,216
2023-05-19,0,186
2023-05-20,0,118
2023-05-21,2,132
2023-05-22,0,259
2023-05-23,2,225
2023-05-24,2,268
2023-05-25,2,183
2023-05-26,1,155
2023-05-27,1,111
2023-05-28,0,139
2023-05-29,2,135
2023-05-30,3,311
2023-05-31,2,262
2023-06-01,1,261
2023-06-02,0,194
2023-06-03,0,144
2023-06-04,0,135
2023-06-05,3,251
2023-06-06,1,219
2023-06-07,1,190
2023-06-08,1,180
2023-06-09,1,181
2023-06-10,0,136
2023-06-11,1,134
2023-06-12,0,234
2023-06-13,1,250
2023-06-14,2,194
2023-06-15,1,204
2023-06-16,0,156
2023-06-17,0,126
2023-06-18,0,107
2023-06-19,1,165
